Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2023 INFINITI Q50 RED SPORT 400,63355,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5
2023 Aston Martin DBX 707,279786,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,15
2023 Cadillac XT5 Sport,60605,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,3
2023 Audi Q4 e-tron 50 Premium Plus,65340,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2017 Kia Cadenza Premium,19459,Front-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC,58168
2022 Dodge Challenger SRT Hellcat,95770,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,10
2023 Acura MDX A-Spec,57645,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,11
2023 Acura TLX Type S,54845,All-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,11
2022 Ford Explorer Limited,48404,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,5
2022 Ford F-250 XL,59330,Four-wheel Drive,E85 Flex Fuel,Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel,22
2023 BMW M340 i xDrive,64545,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,9
2024 BMW 430 i xDrive,55745,NoInfo,Gasoline,Automatic,2.0L 4 Cyl. Turbo,14
2024 Subaru Crosstrek Premium,30887,All-wheel Drive,Gasoline,Automatic CVT,NoInfo,0
2022 RAM 3500 Limited,90315,Four-wheel Drive,Diesel,Aisin 6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,26
2023 Chevrolet Trailblazer RS,30215,Front-wheel Drive,Gasoline,Automatic CVT,1.3L I3 12V GDI DOHC Turbo,1
2023 Acura Integra wA-Spec Tech Package,38095,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,3
2023 Honda Accord Hybrid EX-L,34540,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,12
2023 Ford Mustang Mach-E GT,71195,All-wheel Drive,Automatic,Electric,NoInfo,
2016 Lexus GS 350 Base,28774,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,69536
2023 INFINITI QX50 SPORT,52630,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,5
2023 Mercedes-Benz AMG C 43 Base 4MATIC,73540,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,2
2024 Chevrolet Silverado 2500 Custom,56635,Four-wheel Drive,Gasoline,10-Speed Automatic,6.6L V8,3
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Bright Theme 7 Passenger,78230,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,4
2023 Genesis GV80 2.5T,57220,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,7698
2023 Chevrolet Traverse LT Leather,39495,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,3
2023 Mercedes-Benz EQE 350 350,,NoInfo,,1-Speed Automatic,NoInfo,8
2022 Ford Explorer Platinum,55594,Four-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5
2022 Maserati Levante GT,80995,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,21
2023 Land Rover Discovery Sport S,47990,Four-wheel Drive,Gasoline,Automatic,2L I-4 gasoline direct injection DOHC variable valve control,1200
2018 BMW M760 i xDrive,45950,All-wheel Drive,Gasoline,8-Speed Automatic,6.6L V12 48V GDI DOHC Twin Turbo,96999
2023 Ford Bronco,55520,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,5
2023 GMC Sierra 1500 Elevation,56083,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,5
2020 Jeep Grand Cherokee Limited,32794,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,29206
2023 Chevrolet Traverse RS,45545,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1
2022 Ford Escape S,29565,Front-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,20107
2023 Aston Martin DBX 707,274986,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,25
2023 Chevrolet Colorado LT,52190,Four-wheel Drive,Gasoline,Automatic,2.7L I-4 gasoline direct injection DOHC variable valve control,10
2022 GMC Sierra 1500 SLE,58950,Four-wheel Drive,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,1
2023 Ford F-150 Lariat,80405,Four-wheel Drive,Hybrid,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,3923
2023 BMW iX M60,119695,All-wheel Drive,Automatic,Electric,NoInfo,
2023 BMW i4 Gran Coupe M50,74950,All-wheel Drive,Automatic,Electric,NoInfo,
2022 RAM 2500 Power Wagon,65275,Four-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,
2022 BMW M760 i xDrive,126996,All-wheel Drive,Gasoline,8-Speed Automatic,6.6L V12 48V GDI DOHC Twin Turbo,9704
2023 Audi S4 3.0T Premium Plus,61020,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,9
2023 Hyundai Palisade Calligraphy,51976,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,3.8L V6 24V GDI DOHC,7975
2007 Lexus GS 430,18977,Rear-wheel Drive,Gasoline,6-Speed Automatic,4.3L V8 32V MPFI DOHC,40451
2023 Jeep Wrangler Sport,36595,Four-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,9
2021 BMW X4 M AWD,61399,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,14769
2023 Land Rover Range Rover Sport SE Dynamic,106010,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,0
2023 Jaguar F-PACE S P250 AWD Automatic,59490,All-wheel Drive,Gasoline,Automatic,2L I-4 gasoline direct injection DOHC variable valve control,1500
2023 Volvo XC40 B5 Ultimate Dark Theme,47646,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,5
2024 Subaru Crosstrek Premium,28642,All-wheel Drive,Gasoline,Automatic CVT,NoInfo,0
2023 Land Rover Range Rover Velar S R-Dynamic,85145,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,12
2023 Audi A4 40 Prestige,46477,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,6068
2020 BMW M760 i xDrive,79990,All-wheel Drive,Gasoline,8-Speed Automatic,6.6L V12 48V GDI DOHC Twin Turbo,35331
2023 Ford Mustang Mach-E GT,71370,All-wheel Drive,Automatic,Electric,NoInfo,
2024 Kia Seltos S,28385,All-wheel Drive,Gasoline,IVT,2.0L I4 MPI DOHC 16V,4
2022 Volkswagen Atlas Cross Sport 3.6L V6 SE wTechnology,35795,All-wheel Drive,Gasoline,8-Speed Automatic with Tiptronic,3.6L V6 24V GDI DOHC,5234
2023 Kia Sportage X-Line,34565,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,10
2023 Jeep Wagoneer Series II,66128,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,10
2023 Chevrolet Colorado Z71,45760,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,3
2019 Jeep Wrangler Unlimited Sport,31800,Four-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,52576
2023 Subaru WRX GT,45324,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4
2023 Audi Q7 55 Premium Plus,70755,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,5
2023 Jeep Wagoneer Series II,68424,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,12
2023 Dodge Challenger SRT Hellcat,74419,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,11
2023 Acura Integra A-Spec Technology,38095,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,10
2023 Mercedes-Benz GLS 450 4MATIC,86710,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,10
2023 Land Rover Range Rover Evoque R-Dynamic SE,58100,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,7
2023 Ford Edge Titanium,41495,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2725
2023 Hyundai Santa Cruz 2.5T NIGHT,37262,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,3
2023 Hyundai Tucson Hybrid SEL Convenience,36255,All-wheel Drive,Hybrid,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,1
2023 Subaru Legacy Sport,35400,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,3
2023 Mazda CX-50 2.5 S Preferred Plus Package,33850,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,10
1984 Porsche 944,16995,Rear-wheel Drive,Gasoline,5-Speed,2.5L I4 8V SOHC,60788
2024 BMW X5 xDrive40i,73050,All-wheel Drive,Gasoline,Automatic,NoInfo,10
2023 Aston Martin DBX 707,270686,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,21
2019 Porsche Panamera E-Hybrid 4,82880,All-wheel Drive,Hybrid,8-Speed Automatic with Auto-Shift,2.9L V6 24V GDI DOHC Twin Turbo Hybrid,7224
2023 GMC Acadia AT4,46780,All-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,3
2019 Chevrolet Traverse LT Cloth,28573,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,47423
2022 RAM 2500 Limited,82559,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,31
2023 Kia Sportage SX-Prestige,36685,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,10
2023 Kia Forte GT-Line,26215,Front-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,10
2023 Kia EV6 Wind,46450,Rear-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Ford F-350 XL,69000,Four-wheel Drive,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,10
2021 Jeep Grand Cherokee L Summit,53495,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,15531
2023 INFINITI QX55 LUXE,48700,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,5
2023 Toyota Corolla Hybrid LE,,All-wheel Drive,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,11
2023 Volkswagen ID.4 Pro S,51586,Rear-wheel Drive,1-Speed Automatic,0.0L,NoInfo,
2023 BMW 760 760i xDrive,122775,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,24
2023 Hyundai Tucson SEL,34715,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2
2022 Lincoln Aviator Standard AWD,53137,All-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,6
2023 Dodge Durango SRT Hellcat Premium AWD,102180,All-wheel Drive,Gasoline,Automatic,HEMI 6.2L V-8 intercooled supercharger engine with 710HP,2
2020 BMW X4 M Competition,58489,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,43751
2023 Nissan Pathfinder Rock Creek,42199,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,6
2023 Chevrolet Camaro 2SS,58620,Rear-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,2
2023 Hyundai Kona SEL,25666,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,5
2023 Toyota Tacoma SR5,31392,NoInfo,Gasoline,Automatic,2.7L I4 16V MPFI DOHC,0
2023 Honda Accord Hybrid Sport-L,35425,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,8
2023 Ford F-150 Platinum,77085,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,
2023 BMW X5 M50i,94385,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,4
2023 Mercedes-Benz GLB 250 Base 4MATIC,53545,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1641
2015 BMW X4 xDrive35i,25495,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,61728
2023 Mercedes-Benz S-Class S 500 4MATIC,127745,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,10
2022 Genesis GV80 3.5T,58786,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,22797
2023 Cadillac XT5 Sport,59490,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,7
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus 6 Passenger,76630,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,5
2023 Jeep Grand Cherokee Summit,60008,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,10
2022 Jeep Grand Wagoneer Series I,85840,Four-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,8068
2019 Audi Q7 55 Prestige,42990,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,43092
2023 Acura RDX A-Spec Advance,54745,All-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5
2022 Ford F-150 XLT,57688,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,11
2019 Cadillac CT6-V 4.2L Blackwing Twin Turbo,68733,All-wheel Drive,Gasoline,10-Speed Automatic,4.2L V8 32V GDI DOHC Twin Turbo,47073
2023 Hyundai IONIQ 6 SEL,49230,Rear-wheel Drive,,1-Speed Automatic,NoInfo,1
2023 Chevrolet Silverado 1500 Custom Trail Boss,52942,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,10
2023 Maserati Levante Modena,103095,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,20
2023 Chevrolet Tahoe Premier,82405,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,3
2023 Aston Martin DBX Base,235986,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,25
2023 Toyota Corolla Cross L,26504,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,5
2022 Mercedes-Benz EQS 580 Base 4MATIC,99999,All-wheel Drive,SINGLE SPEED FIXED GEAR,Electric,NoInfo,
2023 Cadillac XT6 Sport AWD,66910,All-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,225
2023 Cadillac XT5 Sport,60090,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,3
2023 Genesis GV70 2.5T,53565,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,5
2023 Audi Q8 55 Premium Plus,84030,All-wheel Drive,Gasoline,Automatic with Tiptronic,3.0L V6 24V GDI DOHC Turbo,5
2023 Genesis GV70 2.5T,,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,13
2023 Dodge Charger Scat Pack,63651,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,9
2023 Ford Mustang Mach 1,69500,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,10
2022 Mercedes-Benz Sprinter 2500 MIDWEST AUTOMOTIVE DESIGNS,224995,Four-wheel Drive,Diesel,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,156
2023 Acura TLX A-Spec,45295,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,11
2023 Chevrolet Colorado Trail Boss,43185,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,6
